text,author
"They fled they knew not whither; and the citizens were filled with greater dread, at the convulsion which ""shook lions into civil streets;"" birds, strong winged eagles, suddenly blinded, fell in the market places, while owls and bats shewed themselves welcoming the early night.",MWS
"Therein walk only daemons and mad things that are no longer men, and the streets are white with the unburied bones of those who have looked upon the eidolon Lathi, that reigns over the city.""",HPL
"Better to decay in absolute delirium, than to be the victim of the methodical unreason of ill bestowed love.",MWS
"At the close of a day's march over high mountains and through snowy vallies, we may come upon health, and committing our loved ones to its charge, replant the uprooted tree of humanity, and send to late posterity the tale of the ante pestilential race, the heroes and sages of the lost state of things.",MWS
"I was obliged to leave London, and Adrian undertook to watch over him; the task was soon fulfilled; age, grief, and inclement weather, all united to hush his sorrows, and bring repose to his heart, whose beats were agony.",MWS
"Unseen things not of earth or at least not of tri dimensional earth rushed foetid and horrible through New England's glens, and brooded obscenely on the mountain tops.",HPL
"The stout, shrewd faced agent, whose speech shewed him to be no local man, seemed sympathetic toward my efforts at economy, and made a suggestion that none of my other informants had offered.",HPL
I looked on the regal towers of Windsor.,MWS
"All this Johansen did not suspect, but God knows he soon saw enough I suppose that only a single mountain top, the hideous monolith crowned citadel whereon great Cthulhu was buried, actually emerged from the waters.",HPL
"But such naive reports could mean very little, and Gilman let the cheap metal crucifix hang idly from a knob on his host's dresser.",HPL
"John's, I bade the knocker enter, but was answered only by a shrill laugh.",HPL
"What may not the forces, never before united, of liberty and peace achieve in this dwelling of man?"" ""Dreaming, for ever dreaming, Windsor"" said Ryland, the old adversary of Raymond, and candidate for the Protectorate at the ensuing election.",MWS
"Reports of the coming cohort must have reached the hills, and even the lack of a final decision could not make the rumour less alarming yet there were the sinister drums as of yore, as if the celebrants had some peculiar reason to be indifferent whether or not the forces of the Roman People marched against them.",HPL
"It was captured by the private soldier Read 'em and Weep Hopkins, who not long after traded it to Rest in Jehovah Stubbs for a quid of new Virginia weed.",HPL
"""Nay,"" said Perdita, ""that task shall be mine.",MWS
"The prospect of such an occupation made every other circumstance of existence pass before me like a dream, and that thought only had to me the reality of life.",MWS
"These, though in numbers they might form a minority, were the stable element whose constancy might be relied on, and whose cooperation would most firmly bind the province to the Imperium of the Senate and the Roman People.",HPL
"Day after day passed marked only by my complaints and my tears; often I lifted my soul in vain prayer for a softer descent from joy to woe, or if that were denied me that I might be allowed to die, and fade for ever under the cruel blast that swept over me, for what should I do here, Like a decaying flower, still withering Under his bitter words, whose kindly heat Should give my poor heart life?C Sometimes I said to myself, this is an enchantment, and I must strive against it.",MWS
Such is the will of fate Such the decree of the High Ruler from whom there is no appeal: to whom I submit.,MWS
"As if beckoned by those who had gone before, I half floated between the titanic snowdrifts, quivering and afraid, into the sightless vortex of the unimaginable.",HPL
Finally I summoned up courage and propped the small object up on the table against a book then turned the rays of the peculiar violet light upon it.,HPL
"He had not forgotten the criticism aroused when Hannah Bixby's relatives, wishing to transport her body to the cemetery in the city whither they had moved, found the casket of Judge Capwell beneath her headstone.",HPL
"If infection depended upon the air, the air was subject to infection.",MWS
"Its fair lakes reflect a blue and gentle sky, and when troubled by the winds, their tumult is but as the play of a lively infant when compared to the roarings of the giant ocean.",MWS
"It is, for instance, not often that a young physician leaving college is obliged to conceal the principles which guide his selection of a home and office, yet that was the case with Herbert West.",HPL
"He is wronged, betrayed, imprisoned save him Verney, you must do this; seek him out in whatever part of the island he is immured; find him, rescue him from his persecutors, restore him to himself, to me on the wide earth I have none to love but only him"" Her earnest appeal, so sweetly and passionately expressed, filled me with wonder and sympathy; and, when she added, with thrilling voice and look, ""Do you consent to undertake this enterprize?""",MWS
"I was, I own, often tempted to recur to the lawless feats of my boy hood, and knock down the almost tame pheasants that perched upon the trees, and bent their bright eyes on me.",MWS
"Then, overcome by fatigue, I lay down among some straw and fell asleep.",MWS
"The man paused, and another of the crowd spoke.",HPL
"Apparently this acidulous matron was right; for about a.m. the whole house was aroused by cries coming from West's room, where when they broke down the door they found the two of us unconscious on the blood stained carpet, beaten, scratched, and mauled, and with the broken remnants of West's bottles and instruments around us.",HPL
"The visionary Perdita beheld in all this only a new gloss upon an old reading, and her own was sufficiently inexhaustible to content her.",MWS
"Idris now for the first time for many years saw her mother, anxious to assure herself that the childishness of old age did not mingle with unforgotten pride, to make this high born dame still so inveterate against me.",MWS
"He seemed, in fine, to have picked up an odd gift of prophecy; and reacted unusually to things which, though at the time without meaning, were later found to justify the singular impressions.",HPL
"The complaining ædile's own mother Helvia was a pure Roman, the daughter of M. Helvius Cinna, who had come over with Scipio's army.",HPL
"But it would not be so; young and blooming as they were, they would die, and from the hopes of maturity, from the proud name of attained manhood, they were cut off for ever.",MWS
He always causes that.,HPL
"This reflection unwrinkled my brow, and I could feel and I wept to feel it a half melancholy smile draw from my lips their expression of suffering: I dared indulge better hopes for my future life; years must pass but they would speed lightly away winged by hope, or if they passed heavily, still they would pass and I had not lost my father for ever.",MWS
"And knowing that to this sunken place all the dead had come, I trembled and did not wish again to speak with the lotos faces.",HPL
"I breathed hard, but not so much from the sight itself as from the possibilities my imagination terrifiedly conjured up.",HPL
"When they left their older peaks they took with them all signs of themselves; save once, it is said, when they left a carven image on the face of the mountain which they called Ngranek.",HPL
"As his hammer blows began to fall, the horse outside whinnied in a tone which may have been encouraging and may have been mocking.",HPL
"Excavated back into the hillside, the structure is visible only at the entrance.",HPL
"""Sir,"" I reply'd, ""you are mistaken.",HPL
"Subsequently he seemed to be satisfied, and crossing to a chair by the table wrote a brief note, handed it to me, and returned to the table, where he began to write rapidly and incessantly.",HPL
"""My best girl,"" he had said, ""relieves me from these phantasies.",MWS
"The English spirit awoke to its full activity, and, as it had ever done, set itself to resist the evil, and to stand in the breach which diseased nature had suffered chaos and death to make in the bounds and banks which had hitherto kept them out.",MWS
"In the unsteady glance of his eye, in his extreme desire to learn the opinions of all, in the feebleness of his hand writing, these qualities might be obscurely traced, but they were not generally known.",MWS
"I was mad with excess of passionate devotion; but pride, tameless as fire, invested my nature, and prevented me from betraying myself by word or look.",MWS
"Fairest of all is the palace of the great monarch Dorieb, whom some say to be a demigod and others a god.",HPL
"""They didn't git him,"" he muttered in his heavy bass voice.",HPL
"The Americans permitted a few to join their band, and presently the recruits outnumbered the strangers nor did they join with them, nor imitate the admirable order which, preserved by the Trans Atlantic chiefs, rendered them at once secure and formidable.",MWS
"We could not tear ourselves away from each other nor persuade ourselves to say the word ""Farewell"" It was said, and we retired under the pretence of seeking repose, each fancying that the other was deceived; but when at morning's dawn I descended to the carriage which was to convey me away, they were all there my father again to bless me, Clerval to press my hand once more, my Elizabeth to renew her entreaties that I would write often and to bestow the last feminine attentions on her playmate and friend.",MWS
"A truce to philosophy Life is before me, and I rush into possession.",MWS
Good augury should this festival be of the happiness of future years.,MWS
"It was a repulsive task that we undertook in the black small hours, even though we lacked at that time the special horror of graveyards which later experiences brought to us.",HPL
"Over hidden wires strange messages travelled, and much was said of still stranger messages yet to travel; but most of this was not guessed till afterward,when the Western Land was safe from the peril.",HPL
"It had caved in like an egg shell, and amongst the ruins nothing living or dead could be discovered.",HPL
"I watched him long his heavy half closed lids, his burning cheeks and restless twining of his small fingers the fever was violent, the torpor complete enough, without the greater fear of pestilence, to awaken alarm.",MWS
"The girl met him at the door, helped to relieve him of his burden, and taking some of the fuel into the cottage, placed it on the fire; then she and the youth went apart into a nook of the cottage, and he showed her a large loaf and a piece of cheese.",MWS
I will not dwell on the last changes that I feel in the final decay of nature.,MWS
"Upon retiring, he had had an unprecedented dream of great Cyclopean cities of titan blocks and sky flung monoliths, all dripping with green ooze and sinister with latent horror.",HPL
"Such madness it was which drove Klenze to his death, bareheaded and unprotected in the ocean; but I am a Prussian and a man of sense, and will use to the last what little will I have.",HPL
"Indeed, old Sir Wade had possessed an intellectual zeal amounting almost to a mania; his bizarre conjectures on a prehistoric white Congolese civilisation earning him much ridicule when his book, Observations on the Several Parts of Africa, was published.",HPL
"When I suggested other physicians, the sufferer would fly into as much of a rage as he seemed to dare to entertain.",HPL
"Then came the devastating stroke of lightning which shook the whole mountain, lit the darkest crypts of the hoary grove, and splintered the patriarch of the twisted trees.",HPL
"I began to realise how some of poor Klenze's moods had arisen, for as the temple drew me more and more, I feared its aqueous abysses with a blind and mounting terror.",HPL
"""Gawd almighty, the grass an' bushes is a movin' It's a goin' up slow like creepin' up ter the top this minute, heaven only knows what fur"" Then the germ of panic seemed to spread among the seekers.",HPL
"No, it was not there, but there was the big silver key he had found in a box somewhere.",HPL
"The sea was fifty miles off, yet it was towards it that he fled.",MWS
Darkness fell upon a stricken countryside too passive to organise for real defence.,HPL
"I was to be his consoler, his companion in after years.",MWS
"Custom had dinned into his ears a superstitious reverence for that which tangibly and physically exists, and had made him secretly ashamed to dwell in visions.",HPL
"On the afternoon of June , as reported by wireless to the U , bound for Kiel, we torpedoed the British freighter Victory, New York to Liverpool, in N. Latitude , W. Longitude ; permitting the crew to leave in boats in order to obtain a good cinema view for the admiralty records.",HPL
"Scattered and unconnected as they were, I have been obliged to add links, and model the work into a consistent form.",MWS
"The urge to walk was gradually changing to an urge to leap mystically into space, and suddenly he realised just where the source of the pull lay.",HPL
I love you very tenderly.,MWS
"Cries of horror filled the place every one endeavoured to effect his escape in a few minutes the market place was cleared the corpse lay on the ground; and the maniac, subdued and exhausted, sat beside it, leaning his gaunt cheek upon his thin hand.",MWS
"The old spinning woman had gone with the throng, and the old man remained only because I had refused when he motioned me to seize an animal and ride like the rest.",HPL
"Frankenstein discovered that I made notes concerning his history; he asked to see them and then himself corrected and augmented them in many places, but principally in giving the life and spirit to the conversations he held with his enemy.",MWS
"Love of the Greek people, appetite for glory, and hatred of the barbarian government under which he had suffered even to the approach of death, stimulated him.",MWS
"I resolved, let what would befall, to see and converse with her the following day.",MWS
"My own German will no longer controls my acts, and volition is henceforward possible only in minor matters.",HPL
"Yet this small interval was to save us: the sea was to rise a wall of adamant without, disease and misery within, a shelter from evil, a nook of the garden of paradise a particle of celestial soil, which no evil could invade truly we were wise in our generation, to imagine all these things But we are awake now.",MWS
"Thus situated, my only resource was to drive before the wind.",MWS
"About midnight I returned to the palace and sought Raymond; he was alone, and apparently composed; such composure, at least, was his as is inspired by a resolve to adhere to a certain line of conduct.",MWS
Arthur Jermyn went out on the moor and burned himself after seeing the boxed object which had come from Africa.,HPL
"As the names Trever, Lawrence, and Appleton fell on the air, the loafers seemed to sense something unusual.",HPL
Poor Clerval What must have been his feelings?,MWS
"And the soldiers at Jaren laughed at me and drave me out, so that I wandered to many other cities.",HPL
"Corona Borealis, which my friend had appeared to dread, and whose scintillant semicircle of stars must even now be glowing unseen through the measureless abysses of aether.",HPL
"How irksome were these three days to me All sleep and appetite fled from me; I could only read and re read his letter, and in the solitude of the woods imagine the moment of our meeting.",MWS
"As the first violence of Musides' grief gave place to resignation, he laboured with diligence upon his figure of Tyché.",HPL
"We did not want for occupation; but my eager disposition was now turned to the field of intellectual exertion only; and hard study I found to be an excellent medicine to allay a fever of spirit with which in indolence, I should doubtless have been assailed.",MWS
"I knew in that second all that had been; I remembered beyond the frightful castle and the trees, and recognised the altered edifice in which I now stood; I recognised, most terrible of all, the unholy abomination that stood leering before me as I withdrew my sullied fingers from its own.",HPL
"Let him live with me in the interchange of kindness, and instead of injury I would bestow every benefit upon him with tears of gratitude at his acceptance.",MWS
"This chamber he lined with tall, firm shelving; along which he began gradually to arrange, in apparently careful order, all the rotting ancient books and parts of books which during his own day had been heaped promiscuously in odd corners of the various rooms.",HPL
"My name and origin need not be related to posterity; in fact, I fancy it is better that they should not be, for when a man suddenly migrates to the States or the Colonies, he leaves his past behind him.",HPL
"I extended my ride towards Salt Hill, on every side impeded by the snow.",MWS
Half the chants of the Sabbat were patterned on this faintly overheard pulsing which no earthly ear could endure in its unveiled spatial fulness.,HPL
"""Be assured that earth is not, nor ever can be heaven, while the seeds of hell are natives of her soil.",MWS
"We reached London, methought, all too soon; and yet I could not regret our speedy arrival, when I witnessed the extasy with which my beloved girl found herself in her brother's arms, safe from every evil, under his unblamed protection.",MWS
"Walking softly over to the Washington Street side I perceived several open doorways, and chose the nearest as my route out.",HPL
"Mr. Hoadley disappeared soon after delivering this sermon; but the text, printed in Springfield, is still extant.",HPL
"""Other men,"" I observed, ""may be better musicians.""",MWS
"I would not marry a reigning sovereign, were I not sure that her heart was free.",MWS
"AFTER a long interval, I am again impelled by the restless spirit within me to continue my narration; but I must alter the mode which I have hitherto adopted.",MWS
She devoted herself to the study of her son's disposition.,MWS
"I won't say that all this is wholly true in body, but 'tis sufficient true to furnish a very pretty spectacle now and then.",HPL
"Through my terror ran curious reminiscences of Paradise Lost, and of Satan's hideous climb through the unfashioned realms of darkness.",HPL
"And in the twilight, as the stars came out one by one and the moon cast on the marsh a radiance like that which a child sees quivering on the floor as he is rocked to sleep at evening, there walked into the lethal quicksands a very old man in tattered purple, crowned with withered vine leaves and gazing ahead as if upon the golden domes of a fair city where dreams are understood.",HPL
"""She arrived in safety at a town about twenty leagues from the cottage of De Lacey, when her attendant fell dangerously ill.",MWS
"I knew that a thousand fearful accidents might occur, the slightest of which would disclose a tale to thrill all connected with me with horror.",MWS
"He must meet the Black Man, and go with them all to the throne of Azathoth at the centre of ultimate Chaos.",HPL
"Birch decided that he would begin the next day with little old Matthew Fenner, whose grave was also near by; but actually postponed the matter for three days, not getting to work till Good Friday, the th.",HPL
Nor has he yet had any difficulty in obtaining tenants.,HPL
"He was, West nervously said, a congenial stranger whom we had met at some downtown bar of uncertain location.",HPL
"I was exceedingly surprised on receiving so rude an answer from a stranger, and I was also disconcerted on perceiving the frowning and angry countenances of his companions.",MWS
"Let them raise a mound above my lifeless body, which may stand even when the dome of St. Sophia has fallen.",MWS
"For as the voice which has come has brought fresh mists from the sea and from the north fresh lights, so do they say that still other voices will bring more mists and more lights, till perhaps the olden gods whose existence they hint only in whispers for fear the Congregational parson shall hear may come out of the deep and from unknown Kadath in the cold waste and make their dwelling on that evilly appropriate crag so close to the gentle hills and valleys of quiet simple fisherfolk.",HPL
"I was placed in a remote part of the house, and only saw my aunt at stated hours.",MWS
"Fear has its grisly claws upon him, and a sound will make him start with staring eyes and sweat beaded forehead.",HPL
"I walked rapidly, softly, and close to the ruined houses.",HPL
"He appeared given up to contemplation, averse to excitement, a lowly student, a man of visions but afford him worthy theme, and Like to the lark at break of day arising, From sullen earth, sings hymns at heaven's gate.",MWS
"If I erred, he was not scholar enough to correct me; for he seemed childishly pleased at my English version.",HPL
At this point the first excited speaker interrupted.,HPL
"He had partially unveiled the face of Nature, but her immortal lineaments were still a wonder and a mystery.",MWS
"Your temper is made unequal by suffering, and the tenor of your mind is, I fear, sometimes shaken by unworthy causes; but let your confidence in my sympathy and love be deeper far, and incapable of being reached by these agitations that come and go, and if they touch not your affections leave you uninjured.""",MWS
"It was our design to sit up together till very late, and then watch singly till dawn in two hour stretches, myself first and then my companion; the inactive member resting on the cot.",HPL
"Perdita, who then resided with Evadne, saw the torture that Adrian endured.",MWS
"I do not wish to take any unfair advantage, and I beg therefore that you will take some days to consider of your determination.' ""'It is utterly useless,' replied Felix; 'we can never again inhabit your cottage.",MWS
"The man who had been Joe Slater, the Catskill decadent, was now gazing at me with a pair of luminous, expanded eyes whose blue seemed subtly to have deepened.",HPL
"To leave the country of our fathers, made holy by their graves We could not feel even as a voluntary exile of old, who might for pleasure or convenience forsake his native soil; though thousands of miles might divide him, England was still a part of him, as he of her.",MWS
All this had undoubtedly formed the basis of the legend known by old Maria Robbins.,HPL
"""No; he quitted the house before four this morning.""",MWS
"He did not leave me for many hours; not until he had improved the spark that he had kindled, and with an angelic hand fostered the return of somthing that seemed like joy.",MWS
"All in my heart was shadowy yet calm, untill my ideas became confused and at length died away in sleep.",MWS
"Once in a while it seemed as though we detected a skulking form in the woods nearby, and after a half hour's climb the steepness and narrowness of the way made the advance of so great a body of men over , all told exceedingly cumbrous and difficult.",HPL
"Get bald, too, very young.",HPL
After that we lived in growing horror and fascination.,HPL
There was no one in the corridor.,HPL
West clashed disagreeably with Dr. Halsey near the end of our last undergraduate term in a wordy dispute that did less credit to him than to the kindly dean in point of courtesy.,HPL
"He was vastly jealous of Dr. Johnson, tho' none the less liking and respecting him.",HPL
"""My friends,"" I said, ""our risk is common; our precautions and exertions shall be common also.",MWS
"""Rest"" she cried, ""repose you rave, Lionel If you delay we are lost; come, I pray you, unless you would cast me off for ever.""",MWS
"The tender attachment that he bore me, and the love and veneration with which I returned it cast a charm over every moment.",MWS
"Our fear of the police was absurdly great, though we had timed our trip to avoid the solitary patrolman of that section.",HPL
"Among the other transcendant attributes of Mozart's music, it possesses more than any other that of appearing to come from the heart; you enter into the passions expressed by him, and are transported with grief, joy, anger, or confusion, as he, our soul's master, chooses to inspire.",MWS
"At length his eyes unclosed faintly, yet with a look of returning life; he became pale and weak; but the rigidity of his features was softened by approaching convalescence.",MWS
This was superstition.,MWS
"Plague shall not find us a ready prey; we will dispute every inch of ground; and, by methodical and inflexible laws, pile invincible barriers to the progress of our foe.",MWS
"All around him stretched the bleak emptiness of salt marshes, while the narrow road ahead led to Innsmouth that ancient, half deserted town which Arkham people were so curiously unwilling to visit.",HPL
They give a sarten number o' young folks to the sea things twict every year May Eve an' Hallowe'en reg'lar as cud be.,HPL
"His flesh, though dry and firm, was of the quality of ice; and I almost shrank away from his pulling.",HPL
Not that this indulgence was devoid of accompanying grief.,MWS
"West had still another source of worry, for he had been called in the afternoon to a case which ended very threateningly.",HPL
"The faint rose again blushed on his cheek; his brow and lips lost the ashy paleness of threatened dissolution; such was the dear reward of my unremitting attention and bounteous heaven added overflowing recompence, when it gave me also the thanks and smiles of Idris.",MWS
"She had been employed in arranging for their departure; she had promised Raymond during this decisive evening, to take advantage of our absence, to go one stage of the journey, and he, after his defeat was ascertained, would slip away from us, and join her.",MWS
Yet why do I say this?,MWS
"He remembered that he had promised Perdita to be present this very evening the th of October, anniversary of his election as Protector at a festival given in his honour.",MWS
"We had receded from the crowd; and ascending the steps of the terrace, sought the Castle.",MWS
"So thick were the vapours that the way was hard, and though Atal followed on at last, he could scarce see the grey shape of Barzai on the dim slope above in the clouded moonlight.",HPL
"No one spoke to me, but I could hear the creaking of signs in the wind outside, and the whir of the wheel as the bonneted old woman continued her silent spinning, spinning.",HPL
The contents of these papers were important.,MWS
"Then came out of the earth the black spirits of earth, mouldy and shadowy, and full of dim rumours picked up in caverns beneath forgotten sea bottoms.",HPL
"However, my rapping evoked no response, so after repeating the summons I tried the rusty latch and found the door unfastened.",HPL
"Now swift and splintering blows assailed the sickly panels, and I saw the gleam of a tomahawk as it cleft the rending wood.",HPL
"My fate has been governed by necessity, a hideous necessity.",MWS
"The next evening therefore, though the autumnal change had brought on cold and rain, Adrian and Idris entered my cottage.",MWS
The shutting of the gates regularly at ten o'clock and the impossibility of remaining on the lake after that hour had rendered our residence within the walls of Geneva very irksome to me.,MWS
But it was so silent.,HPL
"At last beginning my attempt, I lunged again and again at the thin panelling with my left shoulder, heedless of shock or pain.",HPL
"Her fear had been too deep, too absorbing, too entire, to be changed to security.",MWS
"And far out at sea, despite a high tide, I glimpsed a long, black line scarcely rising above the water yet carrying a suggestion of odd latent malignancy.",HPL
"Once my uncle thought he lay in a carelessly dug open pit, with a crowd of angry faces framed by straggling locks and three cornered hats frowning down on him.",HPL
"Walakea allaowed as the things was scattered all over the world, so's anybody that looked abaout cud find a nest an' bring 'em up ef they was wanted.",HPL
"Once I caught the name of Charles Le Sorcier, and again I fancied that the words ""years"" and ""curse"" issued from the twisted mouth.",HPL
"She had told Judge Hathorne of lines and curves that could be made to point out directions leading through the walls of space to other spaces beyond, and had implied that such lines and curves were frequently used at certain midnight meetings in the dark valley of the white stone beyond Meadow Hill and on the unpeopled island in the river.",HPL
The completion of my demoniacal design became an insatiable passion.,MWS
"They consisted of people of the middling and lower classes of society, whose means of subsistence failed with the cessation of trade, and of the busy spirit of money making in all its branches, peculiar to our country.",MWS
"My feelings are profound, but I possessed a coolness of judgment that fitted me for illustrious achievements.",MWS
To them he told a simple story.,HPL
"It was this object, and not his peculiar personal appearance, which made him end his life.",HPL
"The ice desert of the South and the sunken isles of Ocean hold stones whereon Their seal is engraven, but who hath seen the deep frozen city or the sealed tower long garlanded with seaweed and barnacles?",HPL
"There was a considerable difference between the ages of my parents, but this circumstance seemed to unite them only closer in bonds of devoted affection.",MWS
"Forms strangely robed, but at once noble and familiar, walked abroad, and under the horned waning moon men talked wisdom in a tongue which I understood, though it was unlike any language I had ever known.",HPL
My companion will be of the same nature as myself and will be content with the same fare.,MWS
They were alive with a teeming horde of shapes swimming inward toward the town; and even at my vast distance and in my single moment of perception I could tell that the bobbing heads and flailing arms were alien and aberrant in a way scarcely to be expressed or consciously formulated.,HPL
"Oh, I kin tell ye, little pitchers hev big ears, an' I wa'n't missin' nothin' o' what was gossiped abaout Cap'n Obed an' the folks aout to the reef Heh, heh, heh Haow abaout the night I took my pa's ship's glass up to the cupalo an' seed the reef a bristlin' thick with shapes that dove off quick soon's the moon riz?",HPL
"But in Teloth was nothing green, for all was of stone.",HPL
"I trod heaven in my thoughts, now exulting in my powers, now burning with the idea of their effects.",MWS
"Everywhere I see bliss, from which I alone am irrevocably excluded.",MWS
Pickman was shewing what happens to those stolen babes how they grow up and then I began to see a hideous relationship in the faces of the human and non human figures.,HPL
"When the red Aldebaran, which blinked low in the sky but never set, had crawled a quarter of the way around the horizon, I saw light and motion in the houses and the streets.",HPL
"It may be advanced for a truth, that, if argument or entreaty can turn any one from a desperate purpose, whose motive and end depends on the strength of the affections only, then it is right so to turn them, since their docility shews, that neither the motive nor the end were of sufficient force to bear them through the obstacles attendant on their undertaking.",MWS
"His enthusiasm had seemed for the moment to remove from his terrible eyes the hatred that had at first so haunted them, but suddenly the fiendish glare returned, and with a shocking sound like the hissing of a serpent, the stranger raised a glass phial with the evident intent of ending my life as had Charles Le Sorcier, six hundred years before, ended that of my ancestor.",HPL
Every breathing creature within the walls was massacred.,MWS
"Wilbur was never subsequently seen alive and conscious without complete and tightly buttoned attire, the disarrangement or threatened disarrangement of which always seemed to fill him with anger and alarm.",HPL
My heart was bleeding from its death's wound; I could live no otherwise Often amid apparent calm I was visited by despair and melancholy; gloom that nought could dissipate or overcome; a hatred of life; a carelessness of beauty; all these would by fits hold me nearly annihilated by their powers.,MWS
"This enthusiasm is now spent, I know not why; I seem to myself to be entering a darksome gulph; the ardent spirit of the army is irksome to me, the rapture of triumph null.""",MWS
"But my wonder was not overwhelming, since for the most part I shared the materialism of my friend.",HPL
"I was spared the disgrace of appearing publicly as a criminal, as the case was not brought before the court that decides on life and death.",MWS
"The earth, late wide circus for the display of dignified exploits, vast theatre for a magnificent drama, now presented a vacant space, an empty stage for actor or spectator there was no longer aught to say or hear.",MWS
"In summer the gardens were cooled with fresh odorous breezes skilfully wafted by fans, and in winter they were heated with concealed fires, so that in those gardens it was always spring.",HPL
"He was blond, handsome, and spoiled; vivacious and eager to taste the several forms of dissipation about which he had read and heard.",HPL
"Steps sounded again, and Olney edged round to the north; but before he could find a haven a voice called softly, and he knew he must confront his host.",HPL
"""All in Teloth must toil,"" replied the archon, ""for that is the law.""",HPL
"It gave ideality to that, from which, taken in naked truth, the soul would have revolted: it bestowed pictorial colours on misery and disease, and not unfrequently relieved me from despair in deplorable changes.",MWS
"Still others, including Joe himself, have theories too wild and fantastic for sober credence.",HPL
"Although she was elder than he by nearly two years the nature of her education made her more childish at least in the knowledge and expression of feeling; she received his warm protestations with innocence, and returned them unknowing of what they meant.",MWS
"The flopping animals were now scratching restlessly at the lichens, and I saw that the old man was nearly as restless himself.",HPL
"Her faultless nature, one sum of perfections, is wrapt up in her affections if they were hurt, she would droop like an unwatered floweret, and the slightest injury they receive is a nipping frost to her.",MWS
"Upon the outbreak of trouble with Great Britain in , William Harris, despite his scant sixteen years and feeble constitution, managed to enlist in the Army of Observation under General Greene; and from that time on enjoyed a steady rise in health and prestige.",HPL
"The examination, the presence of the magistrate and witnesses, passed like a dream from my memory when I saw the lifeless form of Henry Clerval stretched before me.",MWS
"So much has been done, exclaimed the soul of Frankenstein more, far more, will I achieve; treading in the steps already marked, I will pioneer a new way, explore unknown powers, and unfold to the world the deepest mysteries of creation.",MWS
"Would that I also had a career Would that I could freight some untried bark with all my hopes, energies, and desires, and launch it forth into the ocean of life bound for some attainable point, with ambition or pleasure at the helm But adverse winds detain me on shore; like Ulysses, I sit at the water's edge and weep.",MWS
"I was still cold when under one of the trees I found a huge cloak, with which I covered myself, and sat down upon the ground.",MWS
"But everteeming Nature will create another and another, and thou wilt loose nought by my destruction.",MWS
"I must be careful how I record my awaking today, for I am unstrung, and much hallucination is necessarily mixed with fact.",HPL
"dee Hi Hi Randy"" A swaying lantern came around the black bend, and old Benijah pounced on the silent and bewildered form of the pilgrim.",HPL
"The upper part overhung the narrow grass grown street and nearly met the overhanging part of the house opposite, so that I was almost in a tunnel, with the low stone doorstep wholly free from snow.",HPL
These words were syllabled trembling by the iron man.,MWS
"We forgot that Malcolm and Macduff were mere human beings, acted upon by such simple passions as warmed our own breasts.",MWS
"The Rubicon, I felt, was passed; and it behoved me well to reflect what I should do on this hither side of disease and danger.",MWS
"The spirit of life seemed to linger in his form, as a dying flame on an altar flickers on the embers of an accepted sacrifice.",MWS
"My mother, when dying, had, in addition to her other half forgotten and misapplied lessons, committed, with solemn exhortation, her other child to my fraternal guardianship; and this one duty I performed to the best of my ability, with all the zeal and affection of which my nature was capable.",MWS
"Donning these, he reached for the volume on the table and turned the pages lovingly.",HPL
"Accordingly I hid myself in some thick underwood, determining to devote the ensuing hours to reflection on my situation.",MWS
"Armitage,"" he said, ""I calc'late I've got to take that book home.",HPL
"He held up the curtain of the bed; and his eyes, if eyes they may be called, were fixed on me.",MWS
"Friends had held him when he drew a stiletto, but West departed amidst his inhuman shrieks, curses, and oaths of vengeance.",HPL
You know not what you mean.,MWS
That upstairs looks it will have the right cast.,HPL
"Her own attitude toward shadowed Innsmouth which she had never seen was one of disgust at a community slipping far down the cultural scale, and she assured me that the rumours of devil worship were partly justified by a peculiar secret cult which had gained force there and engulfed all the orthodox churches.",HPL
"And now, behold, with the first imagination of danger, or, if you will, the first mighty and terrific trial of your courage, you shrink away and are content to be handed down as men who had not strength enough to endure cold and peril; and so, poor souls, they were chilly and returned to their warm firesides.",MWS
"Perdita was to become the pupil, friend and younger sister of Evadne.",MWS
"It was the best that moderate means could afford, and Harris hastened to move in before the birth of a fifth child which the family expected.",HPL
"""Before I come on board your vessel,"" said he, ""will you have the kindness to inform me whither you are bound?""",MWS
Man's yesterday may ne'er be like his morrow; Nought may endure but mutability It was nearly noon when I arrived at the top of the ascent.,MWS
"It seemed to me impossible that she could recognise the sound, but she persisted in her assertion till she gained credit with the crowd about.",MWS
"The port holes were open, and with every sea, which as she lurched, washed her decks, they received whole tons of water.",MWS
I knew that much of my route must be visible from the Rowley road.,HPL
"It is true, we shall be monsters, cut off from all the world; but on that account we shall be more attached to one another.",MWS
"From the East tempestuous winds arose, and chilled me as I crouched on the slab of damp stone which had risen beneath my feet.",HPL
"When first she left her peasant life, and resided with the elegant and cultivated Evadne, the only accomplishment she brought to any perfection was that of painting, for which she had a taste almost amounting to genius.",MWS
"All that he now enjoyed would have been devoid of pleasure to him, had it been unparticipated.",MWS
"Once I tried to escape from the forest, but as I went farther from the castle the shade grew denser and the air more filled with brooding fear; so that I ran frantically back lest I lose my way in a labyrinth of nighted silence.",HPL
"His accent of bitter scorn thrilled me ""Do not tempt me to speak,"" he continued, ""my words would scare you in an universe of cowards I dare think among the church yard tombs among the victims of His merciless tyranny I dare reproach the Supreme Evil.",MWS
